,select,amazon_url,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9
378,True,https://www.amazon.com/45-Minute-Cookbook-Food-Wine-Short-Reads/b?ie=UTF8&node=8624158011,Kindle Store,Kindle Short Reads,45 minutes (22-32 pages),"Cookbooks, Food & Wine",,,,,
379,True,https://www.amazon.com/45-Minute-Craft-Hobby-Home-Short-Reads/b?ie=UTF8&node=8624159011,Kindle Store,Kindle Short Reads,45 minutes (22-32 pages),"Crafts, Hobbies & Home",,,,,
380,True,https://www.amazon.com/45-Minute-Education-Reference-Short-Reads/b?ie=UTF8&node=8624160011,Kindle Store,Kindle Short Reads,45 minutes (22-32 pages),Education & Reference,,,,,
381,True,https://www.amazon.com/45-Minute-Health-Fitness-Dieting-Short-Reads/b?ie=UTF8&node=8624162011,Kindle Store,Kindle Short Reads,45 minutes (22-32 pages),"Health, Fitness & Dieting",,,,,
382,True,https://www.amazon.com/45-Minute-History-Short-Reads/b?ie=UTF8&node=8624163011,Kindle Store,Kindle Short Reads,45 minutes (22-32 pages),History,,,,,
383,True,https://www.amazon.com/45-Minute-Humor-Entertainment-Short-Reads/b?ie=UTF8&node=8624164011,Kindle Store,Kindle Short Reads,45 minutes (22-32 pages),Humor & Entertainment,,,,,
384,True,https://www.amazon.com/45-Minute-LGBT-Short-Reads/b?ie=UTF8&node=8624161011,Kindle Store,Kindle Short Reads,45 minutes (22-32 pages),LGBT,,,,,
385,True,https://www.amazon.com/45-Minute-Literature-Fiction-Short-Reads/b?ie=UTF8&node=8624165011,Kindle Store,Kindle Short Reads,45 minutes (22-32 pages),Literature & Fiction,,,,,
386,True,https://www.amazon.com/45-Minute-Mystery-Thriller-Suspense-Short-Reads/b?ie=UTF8&node=8624166011,Kindle Store,Kindle Short Reads,45 minutes (22-32 pages),"Mystery, Thriller & Suspense",,,,,
387,True,https://www.amazon.com/45-Minute-Parenting-Relationships-Short-Reads/b?ie=UTF8&node=8624167011,Kindle Store,Kindle Short Reads,45 minutes (22-32 pages),Parenting & Relationships,,,,,
388,True,https://www.amazon.com/45-Minute-Politics-Social-Sciences-Short-Reads/b?ie=UTF8&node=8624168011,Kindle Store,Kindle Short Reads,45 minutes (22-32 pages),Politics & Social Sciences,,,,,
389,True,https://www.amazon.com/45-Minute-Religion-Spirituality-Short-Reads/b?ie=UTF8&node=8624169011,Kindle Store,Kindle Short Reads,45 minutes (22-32 pages),Religion & Spirituality,,,,,
390,True,https://www.amazon.com/45-Minute-Romance-Short-Reads/b?ie=UTF8&node=8624170011,Kindle Store,Kindle Short Reads,45 minutes (22-32 pages),Romance,,,,,
391,True,https://www.amazon.com/45-Minute-Science-Math-Short-Reads/b?ie=UTF8&node=8624171011,Kindle Store,Kindle Short Reads,45 minutes (22-32 pages),Science & Math,,,,,
392,True,https://www.amazon.com/45-Minute-Science-Fiction-Fantasy-Short-Reads/b?ie=UTF8&node=8624172011,Kindle Store,Kindle Short Reads,45 minutes (22-32 pages),Science Fiction & Fantasy,,,,,
393,True,https://www.amazon.com/45-Minute-Self-Help-Short-Reads/b?ie=UTF8&node=8624173011,Kindle Store,Kindle Short Reads,45 minutes (22-32 pages),Self-Help,,,,,
394,True,https://www.amazon.com/45-Minute-Sports-Outdoors-Short-Reads/b?ie=UTF8&node=8624174011,Kindle Store,Kindle Short Reads,45 minutes (22-32 pages),Sports & Outdoors,,,,,
395,True,https://www.amazon.com/45-Minute-Teen-Young-Adult-Short-Reads/b?ie=UTF8&node=8624175011,Kindle Store,Kindle Short Reads,45 minutes (22-32 pages),Teen & Young Adult,,,,,
396,True,https://www.amazon.com/45-Minute-Travel-Short-Reads/b?ie=UTF8&node=8624176011,Kindle Store,Kindle Short Reads,45 minutes (22-32 pages),Travel,,,,,
397,True,https://www.amazon.com/One-Hour-Short-Reads/b?ie=UTF8&node=8584461011,Kindle Store,Kindle Short Reads,One hour (33-43 pages),,,,,,
398,True,https://www.amazon.com/One-Hour-Arts-Photography-Short-Reads/b?ie=UTF8&node=8624177011,Kindle Store,Kindle Short Reads,One hour (33-43 pages),Arts & Photography,,,,,
399,True,https://www.amazon.com/One-Hour-Biography-Memoir-Short-Reads/b?ie=UTF8&node=8624178011,Kindle Store,Kindle Short Reads,One hour (33-43 pages),Biographies & Memoirs,,,,,
400,True,https://www.amazon.com/One-Hour-Business-Money-Short-Reads/b?ie=UTF8&node=8624179011,Kindle Store,Kindle Short Reads,One hour (33-43 pages),Business & Money,,,,,
401,True,https://www.amazon.com/One-Hour-Comic-Graphic-Novel-Short-Reads/b?ie=UTF8&node=8624181011,Kindle Store,Kindle Short Reads,One hour (33-43 pages),Comics & Graphic Novels,,,,,
402,True,https://www.amazon.com/One-Hour-Computers-Technology-Short-Reads/b?ie=UTF8&node=8624182011,Kindle Store,Kindle Short Reads,One hour (33-43 pages),Computers & Technology,,,,,
403,True,https://www.amazon.com/One-Hour-Cookbook-Food-Wine-Short-Reads/b?ie=UTF8&node=8624183011,Kindle Store,Kindle Short Reads,One hour (33-43 pages),"Cookbooks, Food & Wine",,,,,
404,True,https://www.amazon.com/One-Hour-Craft-Hobby-Home-Short-Reads/b?ie=UTF8&node=8624184011,Kindle Store,Kindle Short Reads,One hour (33-43 pages),"Crafts, Hobbies & Home",,,,,
405,True,https://www.amazon.com/One-Hour-Education-Reference-Short-Reads/b?ie=UTF8&node=8624185011,Kindle Store,Kindle Short Reads,One hour (33-43 pages),Education & Reference,,,,,
406,True,https://www.amazon.com/One-Hour-Health-Fitness-Dieting-Short-Reads/b?ie=UTF8&node=8624187011,Kindle Store,Kindle Short Reads,One hour (33-43 pages),"Health, Fitness & Dieting",,,,,
407,True,https://www.amazon.com/One-Hour-History-Short-Reads/b?ie=UTF8&node=8624188011,Kindle Store,Kindle Short Reads,One hour (33-43 pages),History,,,,,
408,True,https://www.amazon.com/One-Hour-Humor-Entertainment-Short-Reads/b?ie=UTF8&node=8624189011,Kindle Store,Kindle Short Reads,One hour (33-43 pages),Humor & Entertainment,,,,,
409,True,https://www.amazon.com/One-Hour-LGBT-Short-Reads/b?ie=UTF8&node=8624186011,Kindle Store,Kindle Short Reads,One hour (33-43 pages),LGBT,,,,,
410,True,https://www.amazon.com/One-Hour-Literature-Fiction-Short-Reads/b?ie=UTF8&node=8624190011,Kindle Store,Kindle Short Reads,One hour (33-43 pages),Literature & Fiction,,,,,
411,True,https://www.amazon.com/One-Hour-Mystery-Thriller-Suspense-Short-Reads/b?ie=UTF8&node=8624191011,Kindle Store,Kindle Short Reads,One hour (33-43 pages),"Mystery, Thriller & Suspense",,,,,
412,True,https://www.amazon.com/One-Hour-Parenting-Relationships-Short-Reads/b?ie=UTF8&node=8624192011,Kindle Store,Kindle Short Reads,One hour (33-43 pages),Parenting & Relationships,,,,,
413,True,https://www.amazon.com/One-Hour-Politics-Social-Sciences-Short-Reads/b?ie=UTF8&node=8624193011,Kindle Store,Kindle Short Reads,One hour (33-43 pages),Politics & Social Sciences,,,,,
414,True,https://www.amazon.com/One-Hour-Religion-Spirituality-Short-Reads/b?ie=UTF8&node=8624194011,Kindle Store,Kindle Short Reads,One hour (33-43 pages),Religion & Spirituality,,,,,
415,True,https://www.amazon.com/One-Hour-Romance-Short-Reads/b?ie=UTF8&node=8624195011,Kindle Store,Kindle Short Reads,One hour (33-43 pages),Romance,,,,,
416,True,https://www.amazon.com/One-Hour-Science-Math-Short-Reads/b?ie=UTF8&node=8624196011,Kindle Store,Kindle Short Reads,One hour (33-43 pages),Science & Math,,,,,
417,True,https://www.amazon.com/One-Hour-Science-Fiction-Fantasy-Short-Reads/b?ie=UTF8&node=8624197011,Kindle Store,Kindle Short Reads,One hour (33-43 pages),Science Fiction & Fantasy,,,,,
418,True,https://www.amazon.com/One-Hour-Self-Help-Short-Reads/b?ie=UTF8&node=8624198011,Kindle Store,Kindle Short Reads,One hour (33-43 pages),Self-Help,,,,,
419,True,https://www.amazon.com/One-Hour-Sports-Outdoors-Short-Reads/b?ie=UTF8&node=8624199011,Kindle Store,Kindle Short Reads,One hour (33-43 pages),Sports & Outdoors,,,,,
420,True,https://www.amazon.com/One-Hour-Teen-Young-Adult-Short-Reads/b?ie=UTF8&node=8624200011,Kindle Store,Kindle Short Reads,One hour (33-43 pages),Teen & Young Adult,,,,,
421,True,https://www.amazon.com/One-Hour-Travel-Short-Reads/b?ie=UTF8&node=8624201011,Kindle Store,Kindle Short Reads,One hour (33-43 pages),Travel,,,,,
422,True,https://www.amazon.com/90-Minute-Short-Reads/b?ie=UTF8&node=8584462011,Kindle Store,Kindle Short Reads,90 minutes (44-64 pages),,,,,,
423,True,https://www.amazon.com/90-Minute-Arts-Photography-Short-Reads/b?ie=UTF8&node=8624202011,Kindle Store,Kindle Short Reads,90 minutes (44-64 pages),Arts & Photography,,,,,
424,True,https://www.amazon.com/90-Minute-Biography-Memoir-Short-Reads/b?ie=UTF8&node=8624203011,Kindle Store,Kindle Short Reads,90 minutes (44-64 pages),Biographies & Memoirs,,,,,
425,True,https://www.amazon.com/90-Minute-Business-Money-Short-Reads/b?ie=UTF8&node=8624204011,Kindle Store,Kindle Short Reads,90 minutes (44-64 pages),Business & Money,,,,,
426,True,https://www.amazon.com/90-Minute-Comic-Graphic-Novel-Short-Reads/b?ie=UTF8&node=8624206011,Kindle Store,Kindle Short Reads,90 minutes (44-64 pages),Comics & Graphic Novels,,,,,
427,True,https://www.amazon.com/90-Minute-Computers-Technology-Short-Reads/b?ie=UTF8&node=8624207011,Kindle Store,Kindle Short Reads,90 minutes (44-64 pages),Computers & Technology,,,,,
428,True,https://www.amazon.com/90-Minute-Cookbook-Food-Wine-Short-Reads/b?ie=UTF8&node=8624208011,Kindle Store,Kindle Short Reads,90 minutes (44-64 pages),"Cookbooks, Food & Wine",,,,,
429,True,https://www.amazon.com/90-Minute-Craft-Hobby-Home-Short-Reads/b?ie=UTF8&node=8624209011,Kindle Store,Kindle Short Reads,90 minutes (44-64 pages),"Crafts, Hobbies & Home",,,,,
430,True,https://www.amazon.com/90-Minute-Education-Reference-Short-Reads/b?ie=UTF8&node=8624210011,Kindle Store,Kindle Short Reads,90 minutes (44-64 pages),Education & Reference,,,,,
431,True,https://www.amazon.com/90-Minute-Health-Fitness-Dieting-Short-Reads/b?ie=UTF8&node=8624212011,Kindle Store,Kindle Short Reads,90 minutes (44-64 pages),"Health, Fitness & Dieting",,,,,
432,True,https://www.amazon.com/90-Minute-History-Short-Reads/b?ie=UTF8&node=8624213011,Kindle Store,Kindle Short Reads,90 minutes (44-64 pages),History,,,,,
433,True,https://www.amazon.com/90-Minute-Humor-Entertainment-Short-Reads/b?ie=UTF8&node=8624214011,Kindle Store,Kindle Short Reads,90 minutes (44-64 pages),Humor & Entertainment,,,,,
434,True,https://www.amazon.com/90-Minute-LGBT-Short-Reads/b?ie=UTF8&node=8624211011,Kindle Store,Kindle Short Reads,90 minutes (44-64 pages),LGBT,,,,,
435,True,https://www.amazon.com/90-Minute-Literature-Fiction-Short-Reads/b?ie=UTF8&node=8624215011,Kindle Store,Kindle Short Reads,90 minutes (44-64 pages),Literature & Fiction,,,,,
436,True,https://www.amazon.com/90-Minute-Mystery-Thriller-Suspense-Short-Reads/b?ie=UTF8&node=8624216011,Kindle Store,Kindle Short Reads,90 minutes (44-64 pages),"Mystery, Thriller & Suspense",,,,,
437,True,https://www.amazon.com/90-Minute-Parenting-Relationships-Short-Reads/b?ie=UTF8&node=8624217011,Kindle Store,Kindle Short Reads,90 minutes (44-64 pages),Parenting & Relationships,,,,,
438,True,https://www.amazon.com/90-Minute-Politics-Social-Sciences-Short-Reads/b?ie=UTF8&node=8624218011,Kindle Store,Kindle Short Reads,90 minutes (44-64 pages),Politics & Social Sciences,,,,,
439,True,https://www.amazon.com/90-Minute-Religion-Spirituality-Short-Reads/b?ie=UTF8&node=8624219011,Kindle Store,Kindle Short Reads,90 minutes (44-64 pages),Religion & Spirituality,,,,,
440,True,https://www.amazon.com/90-Minute-Romance-Short-Reads/b?ie=UTF8&node=8624220011,Kindle Store,Kindle Short Reads,90 minutes (44-64 pages),Romance,,,,,
441,True,https://www.amazon.com/90-Minute-Science-Math-Short-Reads/b?ie=UTF8&node=8624221011,Kindle Store,Kindle Short Reads,90 minutes (44-64 pages),Science & Math,,,,,
442,True,https://www.amazon.com/90-Minute-Science-Fiction-Fantasy-Short-Reads/b?ie=UTF8&node=8624222011,Kindle Store,Kindle Short Reads,90 minutes (44-64 pages),Science Fiction & Fantasy,,,,,
443,True,https://www.amazon.com/90-Minute-Self-Help-Short-Reads/b?ie=UTF8&node=8624223011,Kindle Store,Kindle Short Reads,90 minutes (44-64 pages),Self-Help,,,,,
444,True,https://www.amazon.com/90-Minute-Sports-Outdoors-Short-Reads/b?ie=UTF8&node=8624224011,Kindle Store,Kindle Short Reads,90 minutes (44-64 pages),Sports & Outdoors,,,,,
445,True,https://www.amazon.com/90-Minute-Teen-Young-Adult-Short-Reads/b?ie=UTF8&node=8624225011,Kindle Store,Kindle Short Reads,90 minutes (44-64 pages),Teen & Young Adult,,,,,
446,True,https://www.amazon.com/90-Minute-Travel-Short-Reads/b?ie=UTF8&node=8624226011,Kindle Store,Kindle Short Reads,90 minutes (44-64 pages),Travel,,,,,
447,True,https://www.amazon.com/Two-Hour-Short-Reads/b?ie=UTF8&node=8584463011,Kindle Store,Kindle Short Reads,Two hours or more (65-100 pages),,,,,,
448,True,https://www.amazon.com/Two-Hour-Arts-Photography-Short-Reads/b?ie=UTF8&node=8624227011,Kindle Store,Kindle Short Reads,Two hours or more (65-100 pages),Arts & Photography,,,,,
449,True,https://www.amazon.com/Two-Hour-Biography-Memoir-Short-Reads/b?ie=UTF8&node=8624228011,Kindle Store,Kindle Short Reads,Two hours or more (65-100 pages),Biographies & Memoirs,,,,,
450,True,https://www.amazon.com/Two-Hour-Business-Money-Short-Reads/b?ie=UTF8&node=8624229011,Kindle Store,Kindle Short Reads,Two hours or more (65-100 pages),Business & Money,,,,,
451,True,https://www.amazon.com/Two-Hour-Comic-Graphic-Novel-Short-Reads/b?ie=UTF8&node=8624231011,Kindle Store,Kindle Short Reads,Two hours or more (65-100 pages),Comics & Graphic Novels,,,,,
452,True,https://www.amazon.com/Two-Hour-Computers-Technology-Short-Reads/b?ie=UTF8&node=8624232011,Kindle Store,Kindle Short Reads,Two hours or more (65-100 pages),Computers & Technology,,,,,
453,True,https://www.amazon.com/Two-Hour-Cookbook-Food-Wine-Short-Reads/b?ie=UTF8&node=8624233011,Kindle Store,Kindle Short Reads,Two hours or more (65-100 pages),"Cookbooks, Food & Wine",,,,,
454,True,https://www.amazon.com/Two-Hour-Craft-Hobby-Home-Short-Reads/b?ie=UTF8&node=8624234011,Kindle Store,Kindle Short Reads,Two hours or more (65-100 pages),"Crafts, Hobbies & Home",,,,,
455,True,https://www.amazon.com/Two-Hour-Education-Reference-Short-Reads/b?ie=UTF8&node=8624235011,Kindle Store,Kindle Short Reads,Two hours or more (65-100 pages),Education & Reference,,,,,
456,True,https://www.amazon.com/Two-Hour-Health-Fitness-Dieting-Short-Reads/b?ie=UTF8&node=8624237011,Kindle Store,Kindle Short Reads,Two hours or more (65-100 pages),"Health, Fitness & Dieting",,,,,
457,True,https://www.amazon.com/Two-Hour-History-Short-Reads/b?ie=UTF8&node=8624238011,Kindle Store,Kindle Short Reads,Two hours or more (65-100 pages),History,,,,,
458,True,https://www.amazon.com/Two-Hour-Humor-Entertainment-Short-Reads/b?ie=UTF8&node=8624239011,Kindle Store,Kindle Short Reads,Two hours or more (65-100 pages),Humor & Entertainment,,,,,
459,True,https://www.amazon.com/Two-Hour-LGBT-Short-Reads/b?ie=UTF8&node=8624236011,Kindle Store,Kindle Short Reads,Two hours or more (65-100 pages),LGBT,,,,,
460,True,https://www.amazon.com/Two-Hour-Literature-Fiction-Short-Reads/b?ie=UTF8&node=8624240011,Kindle Store,Kindle Short Reads,Two hours or more (65-100 pages),Literature & Fiction,,,,,
461,True,https://www.amazon.com/Two-Hour-Mystery-Thriller-Suspense-Short-Reads/b?ie=UTF8&node=8624241011,Kindle Store,Kindle Short Reads,Two hours or more (65-100 pages),"Mystery, Thriller & Suspense",,,,,
462,True,https://www.amazon.com/Two-Hour-Parenting-Relationships-Short-Reads/b?ie=UTF8&node=8624242011,Kindle Store,Kindle Short Reads,Two hours or more (65-100 pages),Parenting & Relationships,,,,,
463,True,https://www.amazon.com/Two-Hour-Politics-Social-Sciences-Short-Reads/b?ie=UTF8&node=8624243011,Kindle Store,Kindle Short Reads,Two hours or more (65-100 pages),Politics & Social Sciences,,,,,
464,True,https://www.amazon.com/Two-Hour-Religion-Spirituality-Short-Reads/b?ie=UTF8&node=8624244011,Kindle Store,Kindle Short Reads,Two hours or more (65-100 pages),Religion & Spirituality,,,,,
465,True,https://www.amazon.com/Two-Hour-Romance-Short-Reads/b?ie=UTF8&node=8624245011,Kindle Store,Kindle Short Reads,Two hours or more (65-100 pages),Romance,,,,,
466,True,https://www.amazon.com/Two-Hour-Science-Math-Short-Reads/b?ie=UTF8&node=8624246011,Kindle Store,Kindle Short Reads,Two hours or more (65-100 pages),Science & Math,,,,,
467,True,https://www.amazon.com/Two-Hour-Science-Fiction-Fantasy-Short-Reads/b?ie=UTF8&node=8624247011,Kindle Store,Kindle Short Reads,Two hours or more (65-100 pages),Science Fiction & Fantasy,,,,,
468,True,https://www.amazon.com/Two-Hour-Self-Help-Short-Reads/b?ie=UTF8&node=8624248011,Kindle Store,Kindle Short Reads,Two hours or more (65-100 pages),Self-Help,,,,,
469,True,https://www.amazon.com/Two-Hour-Sports-Outdoors-Short-Reads/b?ie=UTF8&node=8624249011,Kindle Store,Kindle Short Reads,Two hours or more (65-100 pages),Sports & Outdoors,,,,,
470,True,https://www.amazon.com/Two-Hour-Teen-Young-Adult-Short-Reads/b?ie=UTF8&node=8624250011,Kindle Store,Kindle Short Reads,Two hours or more (65-100 pages),Teen & Young Adult,,,,,
471,True,https://www.amazon.com/Two-Hour-Travel-Short-Reads/b?ie=UTF8&node=8624251011,Kindle Store,Kindle Short Reads,Two hours or more (65-100 pages),Travel,,,,,
472,True,https://www.amazon.com/Kindle-Singles/b?ie=UTF8&node=2486013011,Kindle Store,Kindle Singles,,,,,,,
473,True,https://www.amazon.com/b?ie=UTF8&node=17506527011,Kindle Store,Kindle Singles,Amazon Original Stories,,,,,,
474,True,https://www.amazon.com/b?ie=UTF8&node=17403633011,Kindle Store,Kindle Singles,Arts & Photography,,,,,,
475,True,https://www.amazon.com/b?ie=UTF8&node=17403634011,Kindle Store,Kindle Singles,Biographies & Memoirs,,,,,,
476,True,https://www.amazon.com/b?ie=UTF8&node=17403635011,Kindle Store,Kindle Singles,Business & Money,,,,,,
477,True,https://www.amazon.com/b?ie=UTF8&node=17403643011,Kindle Store,Kindle Singles,"Health, Fitness & Dieting",,,,,,
478,True,https://www.amazon.com/b?ie=UTF8&node=17403644011,Kindle Store,Kindle Singles,History,,,,,,
479,True,https://www.amazon.com/b?ie=UTF8&node=17403645011,Kindle Store,Kindle Singles,Humor & Entertainment,,,,,,
480,True,https://www.amazon.com/b?ie=UTF8&node=17403647011,Kindle Store,Kindle Singles,"Lesbian, Gay, Bisexual & Transgender",,,,,,
481,True,https://www.amazon.com/b?ie=UTF8&node=17403648011,Kindle Store,Kindle Singles,Literature & Fiction,,,,,,
482,True,https://www.amazon.com/b?ie=UTF8&node=17403650011,Kindle Store,Kindle Singles,"Mystery, Thriller & Suspense",,,,,,
483,True,https://www.amazon.com/b?ie=UTF8&node=17403651011,Kindle Store,Kindle Singles,Nonfiction,,,,,,
484,True,https://www.amazon.com/b?ie=UTF8&node=17403652011,Kindle Store,Kindle Singles,Nonfiction,Parenting & Relationships,,,,,
485,True,https://www.amazon.com/b?ie=UTF8&node=17403653011,Kindle Store,Kindle Singles,Nonfiction,Politics & Social Sciences,,,,,
486,True,https://www.amazon.com/b?ie=UTF8&node=17403655011,Kindle Store,Kindle Singles,Nonfiction,Religion & Spirituality,,,,,
487,True,https://www.amazon.com/b?ie=UTF8&node=17403657011,Kindle Store,Kindle Singles,Nonfiction,Science & Math,,,,,
488,True,https://www.amazon.com/b?ie=UTF8&node=17403660011,Kindle Store,Kindle Singles,Nonfiction,Sports & Outdoors,,,,,
489,True,https://www.amazon.com/b?ie=UTF8&node=17403662011,Kindle Store,Kindle Singles,Nonfiction,Travel,,,,,
490,True,https://www.amazon.com/b?ie=UTF8&node=17403656011,Kindle Store,Kindle Singles,Romance,,,,,,
491,True,https://www.amazon.com/b?ie=UTF8&node=17403658011,Kindle Store,Kindle Singles,Science Fiction & Fantasy,,,,,,
492,True,https://www.amazon.com/b?ie=UTF8&node=17403661011,Kindle Store,Kindle Singles,Teen & Young Adult,,,,,,
493,True,https://www.amazon.com/Kindle-eBooks/b?ie=UTF8&node=154606011,Kindle Store,Kindle eBooks,,,,,,,
494,True,https://www.amazon.com/Arts-Entertainment-Kindle-ebooks/b?ie=UTF8&node=154607011,Kindle Store,Kindle eBooks,Arts & Photography,,,,,,
495,True,https://www.amazon.com/Architecture/b?ie=UTF8&node=157630011,Kindle Store,Kindle eBooks,Arts & Photography,Architecture,,,,,
496,True,https://www.amazon.com/b?ie=UTF8&node=157631011,Kindle Store,Kindle eBooks,Arts & Photography,Architecture,"Architects, A-Z",,,,
497,True,https://www.amazon.com/Building-Types-Styles-Kindle-Store/b?ie=UTF8&node=157632011,Kindle Store,Kindle eBooks,Arts & Photography,Architecture,Building Types & Styles,,,,
498,True,https://www.amazon.com/Religious-Buildings-Architecture/b?ie=UTF8&node=157634011,Kindle Store,Kindle eBooks,Arts & Photography,Architecture,Building Types & Styles,Religious Buildings,,,
499,True,https://www.amazon.com/Specific-Architecture-Building-Styles/b?ie=UTF8&node=157635011,Kindle Store,Kindle eBooks,Arts & Photography,Architecture,Building Types & Styles,Specific Styles,,,
500,True,https://www.amazon.com/Architecture-Criticism/b?ie=UTF8&node=157636011,Kindle Store,Kindle eBooks,Arts & Photography,Architecture,Criticism,,,,
501,True,https://www.amazon.com/Architecture-Drawing-Modelling/b?ie=UTF8&node=157637011,Kindle Store,Kindle eBooks,Arts & Photography,Architecture,Drawing & Modelling,,,,
502,True,https://www.amazon.com/Historic-Preservation/b?ie=UTF8&node=157639011,Kindle Store,Kindle eBooks,Arts & Photography,Architecture,Historic Preservation,,,,
503,True,https://www.amazon.com/Architecture-History-Periods/b?ie=UTF8&node=157640011,Kindle Store,Kindle eBooks,Arts & Photography,Architecture,History & Periods,,,,
504,True,https://www.amazon.com/Interior-Design/b?ie=UTF8&node=157641011,Kindle Store,Kindle eBooks,Arts & Photography,Architecture,Interior Design,,,,
505,True,https://www.amazon.com/International-Architecture/b?ie=UTF8&node=157645011,Kindle Store,Kindle eBooks,Arts & Photography,Architecture,International,,,,
506,True,https://www.amazon.com/Landscape-Architecture/b?ie=UTF8&node=157654011,Kindle Store,Kindle eBooks,Arts & Photography,Architecture,Landscape,,,,
507,True,https://www.amazon.com/Architecture-Project-Management/b?ie=UTF8&node=157655011,Kindle Store,Kindle eBooks,Arts & Photography,Architecture,Project Planning & Management,,,,
508,True,https://www.amazon.com/Architecture-Reference/b?ie=UTF8&node=157656011,Kindle Store,Kindle eBooks,Arts & Photography,Architecture,Reference,,,,
509,True,https://www.amazon.com/Architecture-Study-Teaching/b?ie=UTF8&node=157657011,Kindle Store,Kindle eBooks,Arts & Photography,Architecture,Study & Teaching,,,,
510,True,https://www.amazon.com/Urban-Land-Use-Planning/b?ie=UTF8&node=157658011,Kindle Store,Kindle eBooks,Arts & Photography,Architecture,Urban & Land Use Planning,,,,
511,True,https://www.amazon.com/Arts-Photography-eBooks-Kindle/b?ie=UTF8&node=154608011,Kindle Store,Kindle eBooks,Arts & Photography,Art,,,,,
512,True,https://www.amazon.com/Art-History/b?ie=UTF8&node=154609011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Art History,,,,
513,True,https://www.amazon.com/Art-History-Criticism/b?ie=UTF8&node=154610011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Art History,Criticism,,,
514,True,https://www.amazon.com/Regional-Art-History/b?ie=UTF8&node=154612011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Art History,Regional,,,
515,True,https://www.amazon.com/African-Art-History/b?ie=UTF8&node=154613011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Art History,Regional,African,,
516,True,https://www.amazon.com/African-American-Art-History/b?ie=UTF8&node=154614011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Art History,Regional,African American,,
517,True,https://www.amazon.com/Asian-Art-History/b?ie=UTF8&node=154615011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Art History,Regional,Asian,,
518,True,https://www.amazon.com/Caribbean-Latin-American-Art-History/b?ie=UTF8&node=154616011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Art History,Regional,Caribbean & Latin American,,
519,True,https://www.amazon.com/European-Art-History/b?ie=UTF8&node=154617011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Art History,Regional,European,,
520,True,https://www.amazon.com/Middle-Eastern-Art-History/b?ie=UTF8&node=154618011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Art History,Regional,Middle Eastern,,
521,True,https://www.amazon.com/Native-American-Art-History/b?ie=UTF8&node=154619011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Art History,Regional,Native American,,
522,True,https://www.amazon.com/United-States-Art-History/b?ie=UTF8&node=154620011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Art History,Regional,United States,,
523,True,https://www.amazon.com/b?ie=UTF8&node=154621011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Art History,"Schools, Periods & Styles",,,
524,True,https://www.amazon.com/Ancient-Classical-Art/b?ie=UTF8&node=154622011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Art History,"Schools, Periods & Styles",Ancient & Classical,,
525,True,https://www.amazon.com/Baroque-Art/b?ie=UTF8&node=154623011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Art History,"Schools, Periods & Styles",Baroque,,
526,True,https://www.amazon.com/Impressionism-Art/b?ie=UTF8&node=154624011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Art History,"Schools, Periods & Styles",Impressionism,,
527,True,https://www.amazon.com/Medieval-Art/b?ie=UTF8&node=154625011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Art History,"Schools, Periods & Styles",Medieval,,
528,True,https://www.amazon.com/Modern-Art/b?ie=UTF8&node=154626011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Art History,"Schools, Periods & Styles",Modern,,
529,True,https://www.amazon.com/Neoclassical-Art/b?ie=UTF8&node=154627011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Art History,"Schools, Periods & Styles",Neoclassical,,
530,True,https://www.amazon.com/Prehistoric-Primitive-Art/b?ie=UTF8&node=154628011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Art History,"Schools, Periods & Styles",Prehistoric & Primitive,,
531,True,https://www.amazon.com/Renaissance-Art/b?ie=UTF8&node=154629011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Art History,"Schools, Periods & Styles",Renaissance,,
532,True,https://www.amazon.com/Romantic-Art/b?ie=UTF8&node=154630011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Art History,"Schools, Periods & Styles",Romantic,,
533,True,https://www.amazon.com/Surrealism-Art/b?ie=UTF8&node=154631011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Art History,"Schools, Periods & Styles",Surrealism,,
534,True,https://www.amazon.com/Erotica/b?ie=UTF8&node=2309013011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Erotica,,,,
